Id,Age,Rank,Year,Time,Pace,Sex
20033,38,465,2013,5937,453,0
20033,37,3119,2012,19032,726,0
20033,36,3124,2011,19655,750,0
20034,30,1365,2011,14961,571,0
20035,41,3079,2011,19402,740,1
20035,43,3717,2013,7418,566,1
20036,28,2720,2011,18115,691,0
20037,25,1464,2011,15165,578,1
20038,26,2022,2011,16358,624,1
20038,27,2801,2012,18166,693,1
20039,46,1459,2013,6614,504,0
20039,44,674,2011,13519,516,0
20040,27,1783,2011,15827,604,0
20041,28,3011,2011,19097,728,0
20042,32,521,2011,13077,499,1
20043,50,3305,2011,20795,793,1
20044,32,1574,2011,15364,586,1
20045,41,2066,2011,16465,628,1
20046,39,3328,2011,20968,800,0
20047,37,1793,2011,15852,605,0
20048,25,1663,2011,15601,595,0
20049,34,2201,2011,16742,639,1
20050,47,2077,2011,16479,628,0
20051,36,662,2011,13483,514,1
20052,45,1321,2011,14859,567,1
20053,32,909,2011,13991,534,1
20054,27,2838,2011,18431,703,0
20055,23,2292,2011,16948,646,0
20056,32,1838,2011,15961,609,1
20057,29,2204,2012,16791,640,1
20057,28,2905,2011,18634,711,1
20058,33,1893,2011,16067,613,0
20059,37,743,2011,13669,521,0
20060,46,754,2011,13687,522,1
20061,42,2578,2011,17692,675,1
20061,43,1803,2012,16002,610,1
20062,25,2371,2011,17117,653,0
20063,42,2993,2011,19025,726,0
20064,58,2720,2014,19393,740,1
20064,56,3138,2012,19108,729,1
20064,55,2950,2011,18816,718,1
20065,50,2356,2011,17082,651,0
20066,29,2118,2012,16601,633,1
20066,31,491,2014,13768,525,1
20066,28,1113,2011,14352,547,1
20067,29,288,2011,12332,470,1
20068,36,1498,2011,15226,581,0
20069,45,831,2011,13841,528,1
20070,40,2812,2011,18355,700,1
20070,41,3067,2012,18906,721,1
20071,49,1008,2011,14141,539,1
20072,38,289,2014,13047,497,1
20072,36,247,2012,12388,472,1
20072,35,316,2015,12960,494,1
20072,35,229,2011,12021,458,1
20073,31,608,2011,13325,508,1
20074,49,3100,2011,19551,746,1
20075,42,2067,2011,16466,628,1
20076,39,2096,2011,16513,630,0
20077,29,3418,2011,21943,837,0
20078,38,1870,2011,16010,611,0
20079,26,3162,2011,19798,755,1
20080,47,225,2011,11999,457,1
20080,49,215,2013,5596,427,1
20080,48,420,2012,13074,499,1
20081,35,2723,2011,18116,691,1
20082,24,2231,2011,16832,642,0
20083,27,2724,2011,18117,691,0
20084,47,2146,2011,16631,634,0
20085,34,1198,2011,14543,555,1
20086,30,250,2011,12148,463,1
20086,30,1558,2015,16294,621,1
20087,30,2259,2011,16882,644,0
20088,41,2446,2011,17323,661,1
20089,39,639,2011,13431,512,1
20090,37,2428,2011,17257,658,1
20091,24,3420,2011,21994,839,0
20092,53,1459,2012,15369,586,1
20092,52,1048,2011,14210,542,1
20093,46,1988,2012,16349,624,0
20093,45,1552,2011,15326,584,0
20094,25,681,2011,13535,516,0
20095,41,1780,2011,15823,603,0
20096,52,733,2011,13643,520,1
20097,37,2665,2011,17948,685,0
20098,46,2262,2011,16886,644,1
20099,33,2762,2011,18206,694,0
20100,35,1655,2011,15584,594,1
20101,60,2703,2011,18061,689,1
20102,40,2996,2011,19035,726,1
20103,51,3364,2011,21312,813,0
20104,53,2212,2011,16764,639,1
20105,62,2737,2011,18142,692,1
20106,39,1027,2011,14181,541,1
20107,40,1758,2011,15782,602,0
20108,32,2114,2011,16553,631,0
20109,28,3048,2011,19276,735,0
20110,50,2252,2011,16871,643,0
20111,51,738,2011,13657,521,1
20112,42,451,2011,12828,489,0
20112,43,1656,2012,15709,599,0
20113,33,304,2011,12372,472,1
20114,51,1538,2011,15290,583,0
20115,54,2955,2011,18829,718,1
20116,38,621,2012,13666,521,1
20116,37,399,2011,12595,480,1
20117,36,3067,2011,19352,738,1
20117,32,1628,2013,6701,511,1
20118,47,1577,2012,15578,594,1
20119,29,1624,2012,15656,597,1
20120,31,3424,2012,20172,769,0
20121,34,850,2012,14148,540,1
20122,38,3778,2012,22322,852,0
20123,44,2105,2012,16562,632,1
20124,59,773,2012,13978,533,1
20125,37,1615,2012,15642,597,0
20126,53,2320,2012,17024,649,1
20127,27,1033,2012,14507,553,1
20127,29,424,2014,13573,518,1
20127,30,2104,2015,18176,693,1
20128,38,2350,2012,17102,652,1
20129,23,3852,2012,23020,878,0
20130,53,951,2012,14354,547,1
20131,45,168,2012,11978,457,1
20132,63,2403,2012,17243,658,1
20133,27,3561,2012,20842,795,1
20134,38,1788,2012,15974,609,1
20135,36,2073,2012,16512,630,1
20136,30,2034,2012,16438,627,0
20137,30,738,2012,13875,529,0
20138,27,153,2012,11864,452,1
20139,33,495,2012,13304,507,1
20140,29,3348,2012,19789,755,0
20141,39,3466,2012,20362,777,1
20142,38,667,2012,13741,524,1
20143,38,1981,2012,16334,623,0
20144,17,541,2012,13449,513,1
20145,37,3891,2012,23668,903,1
20146,39,2666,2012,17850,681,0
20147,33,3376,2012,19911,759,1
20148,36,519,2012,13376,510,1
20149,36,2257,2012,16921,645,0
20150,44,3783,2012,22348,852,0
20151,40,2853,2012,18269,697,1
20152,45,3078,2012,18935,722,1
20153,36,2128,2012,16631,634,1
20154,40,2778,2012,18127,691,1
20155,55,2695,2012,17903,683,0
20156,52,1286,2012,15051,574,0
20157,35,1964,2012,16293,621,1
20158,25,1224,2012,14946,570,1
20159,24,1432,2012,15326,584,1
20160,29,3422,2012,20166,769,1
20161,27,1960,2012,16290,621,1
20162,50,1078,2012,14630,558,1
20163,33,2977,2012,18612,710,1
20164,40,832,2012,14119,538,0
20165,30,2158,2012,16690,637,1
20166,59,1361,2012,15181,579,1
20167,34,2595,2012,17683,674,0
20168,41,1000,2013,6383,487,1
20168,40,1213,2012,14920,569,1
20169,29,809,2012,14067,536,1
20170,31,2209,2012,16808,641,1
20171,30,3886,2012,23600,900,1
20172,29,411,2012,13043,497,0
20173,48,1047,2012,14555,555,1
20174,23,535,2012,13433,512,1
20175,35,882,2012,14214,542,1
20176,29,3223,2012,19387,739,0
20177,26,3355,2012,19810,756,1
20178,24,2253,2012,16917,645,1
20179,41,289,2012,12533,478,0
20180,32,353,2012,12817,489,1
20181,45,3550,2012,20741,791,0
20182,23,1628,2012,15661,597,0
20183,30,1541,2012,15532,592,1
20184,44,1632,2012,15666,597,1
20185,33,748,2012,13918,531,1
20186,27,1654,2012,15707,599,1
20187,47,2030,2012,16428,627,1
20188,32,324,2012,12690,484,1
20189,38,2606,2012,17715,676,0
20190,25,3845,2012,22986,877,1
20191,26,1714,2012,15834,604,0
20192,42,1527,2012,15505,591,0
20193,40,856,2012,14158,540,1
20194,27,678,2012,13757,525,0
20195,25,2932,2012,18488,705,0
20196,33,3867,2012,23245,887,0
20197,41,1584,2012,15591,595,0
20198,55,3500,2012,20540,783,0
20199,27,3073,2012,18921,722,0
20200,33,643,2012,13701,522,1
20201,48,3547,2012,20732,791,0
20202,29,1969,2012,16301,622,1
20203,63,3099,2012,18983,724,0
20204,28,615,2012,13649,520,1
20205,30,2751,2012,18060,689,0
20206,31,2718,2012,17978,686,0
20207,29,1767,2012,15935,608,1
20208,46,258,2012,12426,474,1
20209,57,1248,2012,15003,572,1
20210,39,2647,2012,17816,680,0
20211,22,3410,2012,20100,767,1
20212,44,3734,2012,22008,840,0
20213,31,2580,2012,17640,673,1
20214,48,226,2012,12276,468,1
20215,23,3420,2012,20158,769,1
20216,35,1191,2012,14869,567,1
20217,38,354,2012,12828,489,1
20218,25,736,2012,13872,529,0
20219,21,1623,2012,15655,597,0
20220,32,2515,2012,17474,666,0
20221,34,365,2012,12892,492,0
20222,24,1145,2012,14783,564,1
20223,22,2454,2012,17362,662,1
20224,23,3789,2012,22399,854,1
20225,39,193,2012,12105,462,1
20226,25,1937,2012,16239,619,0
20227,47,1151,2012,14792,564,0
20228,50,518,2012,13373,510,1
20229,28,3474,2012,20382,777,0
20230,45,262,2015,12779,487,1
20230,55,1737,2014,16741,638,1
20230,39,632,2012,13681,522,1
20230,54,548,2013,6031,460,1
20231,37,429,2012,13093,499,1
20232,39,1027,2012,14490,553,1
20233,29,3370,2012,19894,759,0
20234,31,1107,2014,15373,586,1
20234,29,908,2012,14273,544,1
20235,43,432,2012,13104,500,1
20236,43,1377,2014,16031,611,1
20236,41,1703,2012,15814,603,1
20237,23,3135,2012,19101,729,1
20238,34,2792,2012,18153,692,0
20239,34,2759,2012,18073,689,0
20240,25,1814,2012,16014,611,1
20241,35,3806,2012,22628,863,1
20242,40,3641,2012,21309,813,0
20243,40,2764,2014,19546,746,1
20243,42,2991,2012,18636,711,1
20244,44,117,2012,11603,442,1
20245,22,3811,2012,22659,864,1
20246,40,2197,2012,16780,640,1
20246,41,1741,2013,6751,515,1
20247,38,2269,2012,16942,646,1
20248,29,3727,2012,21935,837,0
20249,42,1095,2012,14662,559,1
20249,44,1648,2014,16543,631,1
20250,44,2824,2012,18210,695,0
20251,28,2638,2012,17796,679,0
20252,36,1418,2012,15300,583,1
20253,41,2719,2013,7118,543,1
20253,40,1464,2012,15379,586,1
20254,29,274,2012,12489,476,1
20255,50,2454,2012,17362,662,1
20256,43,3535,2012,20689,789,1
20257,44,3228,2012,19415,741,1
20258,41,374,2012,12918,493,1
20259,36,1677,2012,15758,601,1
20260,35,3311,2012,19680,751,0
20261,32,2032,2012,16433,627,1
20262,34,183,2012,12061,460,1
20263,29,870,2012,14190,541,0
20264,37,127,2012,11664,445,1
20265,43,1396,2012,15254,582,0
20266,26,3755,2012,22172,846,0
20267,39,1971,2012,16312,622,1
20268,48,2384,2012,17210,656,0
20269,46,2237,2012,16881,644,0
20270,42,3057,2012,18877,720,1
20270,45,1235,2015,15494,591,1
20270,44,2095,2014,17541,669,1
20271,30,2853,2012,18269,697,0
20272,43,780,2012,13993,534,1
20273,47,2555,2012,17565,670,0
20274,51,3400,2012,20032,764,1
20275,60,579,2012,13583,518,1
20276,42,1189,2012,14868,567,1
20277,45,2222,2012,16838,642,0
20278,25,1,2012,8215,313,1
20279,21,1665,2012,15734,600,1
20280,42,3897,2012,23885,911,0
20281,50,3211,2012,19330,737,0
20282,45,1653,2012,15705,599,1
20283,49,1817,2012,16021,611,1
20284,37,1399,2012,15261,582,0
20285,21,1745,2012,15896,606,1
20286,42,2651,2012,17820,680,1
20286,44,794,2014,14598,557,1
20287,17,3653,2012,21382,816,1
20288,45,1688,2012,15778,602,1
20289,49,788,2012,14023,535,0
20290,36,3438,2012,20242,772,0
20291,16,680,2012,13758,525,1
20292,61,3440,2012,20243,772,1
20293,29,3332,2012,19731,753,1
20294,48,2599,2012,17691,675,0
20295,27,2053,2012,16469,628,0
20296,41,3011,2012,18704,713,0
20297,31,1068,2012,14609,557,1
20298,31,1991,2012,16352,624,0
20298,32,3620,2013,7386,563,0
20299,34,156,2012,11891,453,1
20300,42,3646,2012,21341,814,1
20301,39,2994,2012,18652,711,1
20302,30,2476,2012,17414,664,1
20303,48,1110,2012,14699,561,1
20304,33,665,2012,13739,524,1
20305,51,1704,2012,15815,603,0
20306,44,328,2012,12708,485,1
20307,46,3507,2012,20581,785,0
20308,26,1119,2012,14721,561,0
20309,31,3507,2012,20581,785,1
20310,28,3458,2012,20335,776,0
20311,35,1524,2012,15502,591,0
20312,25,1085,2012,14642,558,0
20313,30,2899,2013,7174,547,1
20313,29,1955,2012,16284,621,1
20314,38,1838,2012,16052,612,1
20315,40,2503,2012,17456,666,1
20316,29,1516,2012,15487,591,0
20317,32,2847,2012,18254,696,0
20318,52,2367,2012,17158,654,0
20319,44,3499,2012,20517,783,0
20320,26,598,2012,13628,520,1
20321,32,103,2012,11477,438,1
20322,51,3622,2012,21233,810,1
20323,38,3556,2012,20783,793,0
20324,33,1818,2012,16022,611,1
20325,68,826,2012,14108,538,1
20326,64,745,2012,13898,530,1
20327,32,3176,2012,19206,733,0
20328,28,2794,2012,18154,692,0
20329,44,2485,2012,17430,665,1
20330,27,385,2012,12954,494,1
20331,43,3083,2012,18954,723,0
20332,25,204,2012,12149,463,1
20333,32,2970,2012,18580,709,1
20334,48,1076,2012,14626,558,1
20335,27,2013,2012,16398,625,0
20336,41,77,2012,11266,430,1
20337,43,987,2012,14413,550,1
20337,44,1439,2013,6604,504,1
20338,38,557,2012,13517,515,1
20339,33,3032,2012,18787,717,1
20340,35,1568,2012,15571,594,0
20341,52,2733,2012,18016,687,1
20342,40,668,2012,13742,524,0
20343,50,1357,2012,15178,579,1
20344,20,575,2012,13567,517,1
20345,58,2328,2012,17055,650,1
20346,42,320,2013,5775,440,1
20346,41,300,2012,12554,479,1
20347,42,2581,2012,17643,673,1
20348,32,2311,2012,17013,649,1
20349,49,3302,2012,19656,750,1
20350,44,1716,2012,15836,604,0
20351,42,1043,2012,14546,555,1
20352,48,559,2012,13521,516,1
20353,27,1689,2012,15779,602,1
20354,25,3837,2012,22945,875,0
20355,28,1027,2012,14490,553,0
20356,51,2589,2012,17661,674,1
20357,32,1584,2014,16410,626,1
20357,30,955,2012,14357,547,1
20357,30,1461,2015,16049,612,1
20358,41,2951,2012,18533,707,1
20359,39,1853,2012,16074,613,1
20360,38,1010,2012,14461,551,1
20361,45,477,2012,13265,506,1
20362,29,3900,2012,23952,914,1
20362,30,2980,2013,7194,549,1
20363,32,362,2012,12884,491,1
20364,42,3514,2012,20614,786,1
20365,26,3810,2012,22649,864,0
20366,48,1237,2012,14972,571,1
20367,23,434,2012,13118,500,1
20367,25,104,2014,11934,455,1
20368,46,3060,2012,18896,721,0
20369,50,2441,2012,17331,661,1
20369,51,2688,2013,7108,542,1
20370,55,1811,2012,16007,610,1
20371,40,951,2015,14648,559,0
20371,39,950,2014,14986,571,0
20371,37,1241,2012,14980,571,0
20372,29,3235,2012,19429,741,0
20373,44,2821,2012,18192,694,0
20374,23,3613,2012,21184,808,0
20375,64,3700,2012,21712,828,1
20375,66,2936,2014,20094,766,1
20376,57,3117,2012,19027,726,1
20377,35,3040,2012,18813,718,0
20378,55,3015,2012,18730,714,1
20379,35,3557,2012,20797,793,1
20380,47,699,2012,13810,527,1
20381,27,1572,2012,15576,594,0
20382,18,1187,2012,14859,567,1
20383,23,1310,2012,15103,576,1
20384,23,2738,2012,18025,687,1
20385,28,1071,2012,14621,558,0
20386,35,1070,2012,14617,557,1
20387,35,1442,2012,15346,585,1
20388,44,461,2012,13200,503,1
20389,40,2999,2012,18671,712,1
20390,35,1723,2012,15849,604,1
20391,28,602,2012,13637,520,0
20392,32,2986,2012,18630,711,0
20393,29,1582,2012,15588,594,1
20394,33,1659,2012,15712,599,1
20395,27,3172,2012,19194,732,0
20396,37,1315,2012,15107,576,1
20397,42,505,2012,13320,508,1
20398,28,3860,2012,23167,884,1
20399,56,2258,2012,16923,645,1
20400,42,347,2012,12791,488,1
20401,59,585,2012,13606,519,1
20402,26,609,2012,13643,520,1
20403,36,2549,2012,17551,669,1
20404,26,3538,2012,20694,789,0
20405,36,3706,2012,21767,830,0
20406,38,118,2012,11610,443,1
20407,51,2895,2012,18381,701,1
20408,39,2553,2012,17564,670,1
20408,40,2277,2015,19185,732,1
20409,56,3601,2012,21144,807,0
20410,41,1492,2012,15442,589,1
20411,45,560,2015,13664,521,0
20411,45,1526,2012,15504,591,0
20412,50,2703,2012,17937,684,1
20413,52,121,2012,11628,443,1
20414,54,3173,2012,19195,732,1
20415,42,126,2012,11660,445,1
20416,52,3378,2012,19922,760,0
20417,24,2031,2012,16432,627,0
20418,27,335,2012,12733,486,1
20419,16,3769,2012,22268,849,0
20420,25,1408,2012,15269,582,0
20421,36,804,2012,14054,536,1
20421,37,2001,2013,6863,523,1
20422,61,3868,2012,23273,888,1
20423,39,2535,2012,17519,668,0
20423,40,3318,2013,7296,556,0
20424,53,2882,2012,18343,700,0
20425,44,3491,2012,20459,780,0
20426,61,1087,2012,14643,558,1
20427,52,3521,2012,20632,787,1
20428,48,3645,2012,21324,813,1
20429,45,1630,2012,15663,597,1
20430,46,883,2012,14219,542,1
20431,29,3708,2012,21784,831,0
20432,23,319,2012,12663,483,0
20433,35,2613,2012,17727,676,0
20434,37,2756,2012,18067,689,1
20435,40,796,2012,14033,535,0
20436,38,2736,2012,18022,687,1
20437,35,396,2012,12994,495,1
20438,26,2739,2014,19473,743,1
20438,38,3510,2012,20587,785,1
20439,37,3433,2012,20214,771,0
20440,35,2345,2012,17094,652,1
20441,36,1745,2012,15896,606,1
20442,45,48,2012,10832,413,1
20443,48,899,2012,14248,543,1
20444,35,1017,2012,14475,552,1
20445,67,3033,2012,18790,717,1
20446,23,1260,2012,15018,573,0
20447,50,1880,2012,16116,615,1
20448,31,1750,2012,15907,607,1
20449,32,2968,2012,18577,709,0
20450,39,3200,2012,19301,736,0
20451,40,3323,2012,19709,752,0
20452,53,2047,2012,16459,628,1
20453,24,1591,2012,15603,595,1
20454,44,3455,2012,20334,776,0
20455,40,3576,2012,20916,798,0
20456,62,1828,2012,16036,612,1
20457,40,2997,2012,18664,712,0
20458,24,2766,2012,18091,690,0
20459,32,766,2012,13955,532,1
20460,51,2445,2012,17344,661,1
20461,27,1294,2012,15066,575,1
20462,42,942,2012,14333,547,0
20463,37,639,2012,13697,522,1
20464,34,695,2012,13799,526,1
20465,29,2382,2013,7007,534,0
20465,30,1450,2014,16147,616,0
20465,28,1209,2012,14911,569,0
20466,47,3888,2012,23611,901,0
20467,25,1886,2012,16135,615,0
20468,39,2519,2012,17480,667,1
20469,26,2568,2012,17604,671,0
20470,22,771,2012,13972,533,1
20471,48,1831,2012,16038,612,1
20471,50,2452,2014,18507,706,1
20471,20,3036,2012,18794,717,1
20471,22,2719,2014,19384,739,1
20472,44,383,2012,12941,493,1
20473,30,1544,2012,15535,592,1
20474,34,1483,2012,15418,588,1
20475,45,2194,2012,16762,639,1
20476,25,1064,2012,14604,557,0
20477,26,1771,2012,15937,608,1
20478,47,3005,2012,18682,713,1
20479,33,1301,2012,15086,575,1
20480,41,1868,2012,16094,614,1
20481,34,281,2012,12502,477,1
20482,42,1412,2012,15282,583,1
20483,44,552,2012,13500,515,1
20484,30,339,2013,5795,442,1
20484,29,407,2012,13029,497,1
20485,56,2740,2012,18030,688,1
20486,44,558,2012,13519,516,1
20487,36,3448,2012,20273,773,1
20488,30,3865,2012,23238,886,0
20489,50,980,2012,14398,549,1
20490,30,3091,2014,20609,786,0
20490,28,2915,2012,18442,703,0
20491,35,1753,2012,15911,607,1
20492,42,971,2012,14382,548,1
20493,24,3636,2012,21281,812,0
20494,41,3450,2012,20300,774,1
20495,47,1214,2012,14924,569,1
20496,36,2946,2012,18530,707,1
20497,32,3169,2012,19178,731,1
20498,28,1103,2012,14686,560,0
20499,30,1173,2012,14839,566,1
20500,42,3244,2012,19458,742,0
20501,47,1092,2012,14652,559,1
20502,43,3576,2012,20916,798,0
20503,38,1352,2012,15171,579,0
20504,24,2896,2012,18384,701,0
20505,49,329,2012,12710,485,1
20506,37,1748,2012,15904,607,1
20506,39,1231,2014,15653,597,1
20507,43,691,2012,13793,526,0
20508,31,509,2012,13336,509,1
20509,25,5,2012,8635,329,1
20510,26,1821,2012,16030,611,0
20511,32,1777,2012,15958,609,1
20512,31,58,2012,11034,421,1
20513,36,637,2012,13693,522,1
20514,32,1022,2012,14481,552,1
20515,47,663,2012,13736,524,0
20516,34,1498,2012,15461,590,1
20517,30,1065,2012,14607,557,1
20518,36,721,2012,13847,528,0
20519,18,953,2012,14355,547,1
20520,44,431,2012,13101,500,1
20521,38,728,2012,13859,528,1
20521,40,1147,2014,15459,590,1
20522,23,1667,2012,15739,600,1
20523,67,1446,2012,15352,585,1
20524,35,2056,2012,16476,628,0
20525,33,2317,2012,17021,649,0
20526,32,926,2012,14292,545,0
20526,35,466,2015,13365,510,0
20527,36,1145,2012,14783,564,1
20527,35,83,2015,11620,443,1
20528,55,1729,2012,15865,605,1
20528,57,881,2014,14826,565,1
20529,48,2085,2012,16533,631,1
20530,40,3464,2012,20354,776,1
20531,43,2600,2012,17692,675,0
20532,31,3766,2012,22253,849,0
20533,50,2302,2012,17001,648,1
20534,48,694,2012,13796,526,1
20535,46,2122,2012,16615,634,1
20536,60,3306,2012,19670,750,0
20537,34,3150,2012,19140,730,0
20538,30,1025,2012,14484,552,1
20539,24,1668,2012,15741,600,1
20540,29,83,2012,11330,432,0
20541,28,2395,2012,17231,657,1
20542,33,742,2012,13885,529,1
20543,30,2537,2013,7058,538,1
20543,29,1681,2012,15769,601,1
20544,39,1021,2012,14478,552,1
20545,43,2203,2012,16790,640,0
20546,41,1272,2012,15029,573,0
20547,36,2441,2012,17331,661,0
20548,44,152,2012,11861,452,1
20549,54,817,2012,14080,537,1
20550,31,65,2012,11098,423,1
20551,58,1123,2012,14735,562,1
20552,21,2631,2012,17783,678,1
20553,38,2759,2012,18073,689,0
20554,42,2470,2012,17402,664,0
20555,49,1774,2012,15946,608,1
20556,43,2000,2012,16378,625,1
20557,27,19,2012,10035,383,1
20558,45,2535,2012,17519,668,1
20559,32,3220,2012,19366,739,0
20560,41,312,2012,12635,482,1
20561,58,3342,2012,19774,754,1
20562,43,1815,2012,16015,611,1
20563,29,1866,2012,16091,614,0
20564,34,502,2012,13311,508,1
20565,44,1700,2012,15806,603,0
20565,46,2557,2014,18863,719,0
20566,41,1264,2012,15021,573,1
20567,29,2705,2012,17942,684,0
20568,48,449,2012,13179,503,1
20568,49,881,2013,6299,480,1
20569,53,2402,2012,17242,658,1
20570,20,3803,2012,22575,861,0
20571,18,3749,2012,22136,844,1
20572,21,3854,2012,23038,879,0
20573,50,2938,2012,18519,706,1
20574,34,1395,2012,15251,582,1
20575,29,276,2012,12491,476,1
20575,32,787,2014,14574,556,1
20576,55,1772,2012,15940,608,0
20577,40,2105,2012,16562,632,1
20578,43,3454,2012,20330,775,1
20579,40,2234,2012,16872,643,0
20580,32,772,2012,13976,533,1
20581,30,753,2012,13931,531,1
20582,23,3216,2012,19352,738,0
20583,34,2642,2012,17806,679,0
20584,47,1136,2014,15442,589,1
20584,45,240,2012,12345,471,1
20585,50,2977,2012,18612,710,0
20586,21,2248,2012,16904,645,0
20587,31,1450,2012,15359,586,0
20588,40,3119,2012,19032,726,0
20589,21,2842,2012,18243,696,1
20590,50,1061,2012,14593,556,1
20591,26,175,2014,12503,477,1
20591,24,367,2012,12901,492,1
20591,25,1541,2013,6653,507,1
20592,27,2543,2012,17540,669,1
20593,45,589,2012,13613,519,0
20594,60,2768,2012,18094,690,0
20595,40,3241,2012,19446,742,1
20596,40,3373,2012,19900,759,0
20597,48,1134,2012,14751,563,1
20598,34,1916,2012,16200,618,1
20599,50,1456,2012,15367,586,0
20600,35,3251,2012,19468,743,0
20601,41,2306,2012,17008,649,1
20602,42,1030,2012,14502,553,1
20603,44,474,2012,13253,505,0
20604,34,3009,2012,18691,713,1
20605,30,1148,2012,14784,564,1
20606,55,2667,2012,17852,681,1
20607,38,2301,2012,16997,648,1
20608,39,271,2012,12468,475,1
20609,34,1073,2012,14623,558,1
20610,33,1640,2012,15673,598,0
20611,40,959,2012,14362,548,0
20612,24,172,2014,12481,476,1
20612,43,2644,2012,17808,679,1
20613,25,3767,2012,22256,849,1
20614,56,741,2012,13884,529,0
20615,24,1591,2012,15603,595,1
20616,45,2720,2012,17989,686,0
20617,41,3351,2012,19807,756,1
20618,36,2842,2012,18243,696,1
20619,43,2585,2012,17648,673,1
20620,42,3792,2012,22430,856,1
20621,53,3338,2012,19751,753,1
20622,25,2093,2012,16546,631,0
20623,52,959,2012,14362,548,1
20624,46,3124,2012,19054,727,1
20625,31,813,2012,14073,537,0
20626,35,3116,2012,19018,725,1
20627,47,466,2012,13221,504,1
20628,52,3812,2012,22662,864,0
20629,50,444,2012,13164,502,1
20630,31,3639,2012,21297,812,0
20630,33,3173,2014,21068,804,0
20631,41,560,2012,13525,516,0
20632,34,1401,2012,15262,582,1
20632,35,2313,2013,6987,533,1
20633,35,2199,2012,16781,640,0
20634,41,3270,2012,19554,746,0
20635,41,3897,2012,23885,911,0
20636,25,3772,2012,22291,850,0
20637,35,2008,2012,16391,625,1
20638,45,1000,2014,15123,577,1
20638,42,488,2012,13288,507,1
20639,30,284,2012,12516,477,1
20640,34,2596,2012,17686,675,0
20641,42,2168,2012,16713,637,0
20642,59,3906,2012,24250,925,1
20643,43,109,2012,11518,439,1
20644,42,3072,2012,18912,721,1
20645,52,2878,2012,18328,699,1
20646,49,3591,2012,21073,804,1
20647,37,1355,2012,15176,579,1
20648,46,2013,2012,16398,625,1
20649,51,1004,2012,14448,551,1
20649,50,1379,2015,15857,605,1
20650,34,1240,2012,14979,571,1
20651,38,3801,2012,22562,861,1
20652,49,3299,2012,19650,750,1
20653,56,2298,2012,16989,648,1
20654,31,2275,2012,16949,646,0
20655,31,3102,2012,18986,724,0
20655,30,2314,2015,19397,740,0
20656,42,3323,2012,19709,752,1
20657,26,749,2012,13921,531,0
20658,38,1643,2012,15692,598,1
20659,26,819,2012,14093,537,1
20660,40,1083,2015,15063,574,1
20660,40,3483,2012,20419,779,1
20661,46,1518,2012,15489,591,0
20662,41,3876,2012,23354,891,0
20663,38,818,2012,14084,537,1
20664,42,567,2012,13540,516,1
20665,37,3045,2012,18835,718,0
20666,28,565,2012,13536,516,1
20667,56,1035,2012,14510,553,1
20668,31,2989,2012,18634,711,0
20669,42,3307,2012,19672,750,0
20670,24,2338,2012,17074,651,1
20671,49,3552,2012,20768,792,0
20672,39,3634,2012,21275,812,1
20673,20,2984,2012,18622,710,1
20674,36,1222,2012,14934,570,0
20675,43,1262,2012,15019,573,0
20676,53,2411,2012,17260,658,1
20677,40,231,2012,12306,469,1
20678,26,3417,2012,20139,768,0
20679,46,2721,2012,17990,686,0
20680,46,619,2012,13661,521,1
20681,62,2268,2012,16941,646,1
20682,25,2089,2012,16540,631,1
20683,47,2130,2012,16632,634,0
20684,31,639,2012,13697,522,0
20685,22,2896,2012,18384,701,1
20686,51,3231,2012,19418,741,0
20687,42,3671,2012,21495,820,0
20688,36,1732,2012,15867,605,0
20689,52,2173,2012,16722,638,1
20690,37,1369,2012,15197,580,1
20691,48,3037,2012,18808,717,0
20692,31,1441,2012,15345,585,1
20693,31,332,2012,12723,485,1
20694,29,915,2012,14276,544,0
20695,41,1602,2012,15618,596,0
20696,39,3658,2012,21416,817,0
20697,36,2893,2012,18373,701,0
20698,55,686,2012,13771,525,1
20699,33,1343,2012,15155,578,1
20700,50,2253,2012,16917,645,1
20701,32,3438,2012,20242,772,0
20702,43,2343,2012,17091,652,0
20703,33,633,2012,13686,522,0
20704,51,1088,2012,14644,558,1
20705,25,1162,2012,14817,565,1
20706,35,3732,2012,21977,838,1
20707,22,297,2012,12547,478,1
20708,33,2038,2012,16448,627,0
20709,40,1612,2013,6691,510,1
20709,39,2707,2012,17958,685,1
20710,65,3494,2012,20470,781,1
20711,29,2682,2012,17876,682,0
20712,33,2517,2012,17475,666,0
20713,34,331,2012,12720,485,1
20714,33,856,2012,14158,540,0
20715,30,3175,2012,19205,733,0
20716,37,715,2012,13837,528,1
20717,58,2567,2012,17603,671,1
20718,39,1968,2012,16300,622,0
20719,29,3831,2012,22875,873,1
20720,50,3509,2012,20586,785,1
20721,34,1845,2012,16060,612,1
20722,42,2679,2012,17871,682,1
20723,39,1791,2012,15982,610,0
20724,25,3055,2012,18876,720,0
20725,24,3054,2012,18868,720,0
20726,31,2399,2012,17238,657,0
20727,30,3326,2012,19711,752,1
20728,51,2646,2014,19184,732,1
20728,49,2528,2012,17505,668,1
20729,30,1930,2012,16225,619,0
20730,42,3432,2012,20201,771,1
20731,45,2969,2012,18578,709,0
20732,32,2816,2012,18186,694,1
20733,36,3583,2012,21012,802,0
20734,36,3693,2012,21652,826,0
20735,42,1733,2012,15868,605,0
20736,35,3197,2012,19288,736,0
