,Id,Age,Rank,Year,Time,Pace,Sex,Temp,halfMarathonTime,yrsSinceLast,raceCount,prevRaceCount,nTime,nPace,nRank
10892,6607,40,416,2005,13767,525,1,18.9,,0,1,0,0.235661555934,0.205820973392,0.2060546875
10893,6608,50,1113,2005,16581,632,1,18.9,,0,1,0,0.631459398069,0.310687933219,0.310546875
10894,6609,35,392,2005,13621,519,0,18.9,,0,1,0,0.222032935832,0.20038011478,0.2001953125
10895,6610,35,1153,2009,15263,582,1,14.4,,4,2,1,0.415884476534,0.26312059383,0.262952101662
10896,6610,30,971,2005,15990,610,1,18.9,,0,2,0,0.550823395798,0.288663635686,0.2890625
10897,6611,30,543,2005,14233,543,1,18.9,,0,1,0,0.307779670642,0.223187001565,0.2236328125
10898,6612,20,1447,2005,18492,705,1,18.9,,0,1,0,0.821124361158,0.381903555191,0.3818359375
10899,6613,35,255,2005,12945,494,1,18.9,,0,1,0,0.144236229415,0.175188194082,0.17578125
10900,6614,45,1722,2005,23646,902,0,18.9,,0,1,0,0.977285633163,0.573973317433,0.57421875
10901,6615,25,410,2005,13724,523,1,18.9,,0,1,0,0.232254400909,0.204218528732,0.2041015625
10902,6616,45,1572,2005,19870,758,0,18.9,,0,1,0,0.892106757524,0.433256316613,0.43359375
10903,6617,35,973,2005,16008,611,1,18.9,,0,1,0,0.55195911414,0.289334426474,0.2900390625
10904,6618,50,1422,2006,16865,643,0,21.1,,1,2,1,0.573677836092,0.283006406446,0.283116883117
10905,6618,50,1385,2005,18024,687,0,18.9,,0,2,0,0.785917092561,0.364462994708,0.3642578125
10906,6619,45,269,2005,13016,496,1,18.9,,0,1,0,0.152186257808,0.177834091078,0.177734375
10907,6620,40,1022,2005,16189,617,1,18.9,,0,1,0,0.579784213515,0.296079600507,0.2958984375
10908,6621,40,1476,2005,18713,714,0,18.9,,0,1,0,0.837592277115,0.390139375419,0.390625
10909,6622,45,3537,2011,24551,937,0,11.1,,2,3,2,0.999717274526,0.675084517942,0.675560298826
10910,6622,45,2758,2009,24526,936,0,14.4,,4,3,1,0.995306859206,0.608638889925,0.60899315738
10911,6622,40,1676,2005,21545,822,0,18.9,,0,3,0,0.9511641113,0.495677126034,0.49609375
10912,6623,45,2202,2007,20881,797,0,22.2,,2,2,1,0.865853658537,0.437649672023,0.438580527753
10913,6623,45,1701,2005,23003,877,0,18.9,,0,2,0,0.965360590574,0.550011179846,0.5498046875
10914,6624,40,264,2005,12991,495,1,18.9,,0,1,0,0.149346961953,0.176902437207,0.1767578125
10915,6625,30,1608,2005,20337,776,0,18.9,,0,1,0,0.912549687677,0.450659610941,0.451171875
10916,6626,50,201,2005,12686,484,1,18.9,,0,1,0,0.113571834185,0.165536259969,0.166015625
10917,6627,25,609,2005,14415,550,1,18.9,,0,1,0,0.345258375923,0.229969441753,0.23046875
10918,6628,40,237,2005,12883,491,1,18.9,,0,1,0,0.134014764338,0.17287769248,0.1728515625
10919,6629,60,1736,2005,24531,936,1,18.9,,0,1,0,0.985235661556,0.6069538645,0.607421875
10920,6630,35,912,2005,15751,601,0,18.9,,0,1,0,0.517319704713,0.27975702467,0.2802734375
10921,6631,30,408,2005,13706,523,1,18.9,,0,1,0,0.231118682567,0.203547737944,0.2041015625
10922,6632,40,1090,2005,16473,628,0,18.9,,0,1,0,0.618398637138,0.306663188492,0.306640625
10923,6633,35,569,2005,14280,545,1,18.9,,0,1,0,0.322544009086,0.224938510844,0.2255859375
10924,6634,45,1684,2005,21911,836,0,18.9,,0,1,0,0.955706984668,0.50931653872,0.509765625
10925,6635,35,915,2005,15756,601,1,18.9,,0,1,0,0.519023282226,0.279943355445,0.2802734375
10926,6636,35,361,2005,13494,515,0,18.9,,0,1,0,0.204429301533,0.19564731311,0.1962890625
10927,6637,30,912,2006,15142,577,0,21.1,,1,2,1,0.367783609205,0.226107918896,0.225974025974
10928,6637,30,298,2005,13223,504,0,18.9,,0,2,0,0.168654173765,0.185548185138,0.185546875
10929,6638,35,1031,2005,16231,619,0,18.9,,0,2,0,0.584894946053,0.297644779012,0.2978515625
10930,6638,40,1116,2006,15830,604,0,21.1,,1,2,1,0.45014129996,0.248827686414,0.249350649351
10931,6639,40,1057,2008,15150,578,1,17.8,,1,5,3,0.40106342575,0.279845591223,0.280085197018
10932,6639,40,323,2006,13023,497,1,21.1,,1,5,1,0.129995962858,0.156132355855,0.15670995671
10933,6639,40,441,2007,13901,530,1,22.2,,1,5,2,0.173092053501,0.195397910665,0.195632393085
10934,6639,45,1453,2009,16087,614,1,14.4,,1,5,4,0.524187725632,0.293856540714,0.294232649071
10935,6639,40,841,2005,15414,588,1,18.9,,0,5,0,0.477001703578,0.267198330476,0.267578125
10936,6640,25,898,2005,15718,599,1,18.9,,0,1,0,0.50936967632,0.278527241559,0.2783203125
10937,6641,55,1757,2005,26482,1010,0,18.9,,0,1,0,0.997160704145,0.679660132668,0.6796875
10938,6642,25,537,2005,14215,542,1,18.9,,0,1,0,0.304372515616,0.222516210777,0.22265625
10939,6643,35,904,2005,15729,600,0,18.9,,0,1,0,0.512776831346,0.278937169263,0.279296875
10940,6644,25,770,2005,15140,577,1,18.9,,0,1,0,0.436683702442,0.25698740404,0.2568359375
10941,6645,30,1234,2005,17154,654,1,18.9,,0,1,0,0.700170357751,0.332041439964,0.33203125
10942,6646,25,1032,2005,16236,619,1,18.9,,0,1,0,0.585462805224,0.297831109786,0.2978515625
10943,6647,40,31,2005,10660,406,1,18.9,,0,1,0,0.0170357751278,0.0900350301856,0.08984375
10944,6648,30,1279,2005,17370,662,1,18.9,,0,1,0,0.725724020443,0.340090929418,0.33984375
10945,6649,20,121,2005,12013,458,1,18.9,,0,1,0,0.0681431005111,0.140456137736,0.140625
10946,6650,50,430,2005,13839,528,0,18.9,,0,1,0,0.243611584327,0.208504136543,0.208984375
10947,6651,55,1132,2005,16673,636,1,18.9,,0,2,0,0.642248722317,0.314116419468,0.314453125
10948,6651,55,1796,2006,18372,701,1,21.1,,1,2,1,0.724666935809,0.332771943729,0.333333333333
10949,6652,55,1189,2005,16947,646,1,18.9,,0,1,0,0.67461669506,0.324327345904,0.32421875
10950,6653,40,223,2005,12793,488,1,18.9,,0,1,0,0.126064735945,0.169523738541,0.169921875
10951,6654,25,6,2005,8767,334,1,18.9,,0,1,0,0.00283929585463,0.0194901990013,0.01953125
10952,6655,55,188,2005,12563,479,1,18.9,,0,1,0,0.106189664963,0.160952522919,0.1611328125
10953,6656,35,768,2005,15132,577,0,18.9,,0,1,0,0.4355479841,0.256689274801,0.2568359375
10954,6657,40,1080,2005,16434,627,0,18.9,,0,1,0,0.612720045429,0.305209808452,0.3056640625
10955,6658,60,1447,2005,18492,705,1,18.9,,0,1,0,0.821124361158,0.381903555191,0.3818359375
10956,6659,30,2425,2009,19701,751,0,14.4,,2,3,2,0.875090252708,0.428662016487,0.428152492669
10957,6659,30,1121,2007,16149,616,0,22.2,,2,3,1,0.440597954367,0.273418248707,0.273885350318
10958,6659,30,908,2005,15738,600,0,18.9,,0,3,0,0.51504826803,0.279272564657,0.279296875
10959,6660,40,611,2005,14421,550,1,18.9,,0,1,0,0.346394094265,0.230193038682,0.23046875
10960,6661,35,1519,2005,19141,730,0,18.9,,0,1,0,0.862010221465,0.406089289707,0.40625
10961,6662,30,303,2005,13247,505,1,18.9,,0,1,0,0.17149346962,0.186442572855,0.1865234375
10962,6663,30,156,2005,12358,471,0,18.9,,0,3,0,0.0880181714935,0.153312961169,0.1533203125
10963,6663,30,155,2006,12107,462,0,21.1,,1,3,1,0.0621719822366,0.125883363054,0.126406926407
10964,6663,35,121,2007,12340,471,0,22.2,,1,3,2,0.0472069236821,0.141220976642,0.14194722475
10965,6664,45,714,2005,14882,568,0,18.9,,0,1,0,0.40488358887,0.247372736081,0.248046875
10966,6665,50,1718,2005,23639,902,0,18.9,,0,1,0,0.975014196479,0.573712454349,0.57421875
10967,6666,50,2321,2009,19151,730,1,14.4,,2,3,2,0.837545126354,0.40814651796,0.407624633431
10968,6666,45,1409,2005,18173,693,1,18.9,,0,3,0,0.799545712663,0.370015651785,0.3701171875
10969,6666,45,1176,2007,16308,622,1,22.2,,2,3,1,0.462234461054,0.278936591122,0.279344858963
10970,6667,40,897,2005,15712,599,1,18.9,,0,1,0,0.508801817149,0.27830364463,0.2783203125
10971,6668,35,508,2005,14115,538,1,18.9,,0,1,0,0.287904599659,0.21878959529,0.21875
10972,6669,45,95,2005,11711,446,1,18.9,,0,1,0,0.053378762067,0.129201758963,0.12890625
10973,6670,45,855,2005,15475,590,1,18.9,,0,1,0,0.48495173197,0.269471565924,0.26953125
10974,6671,20,1707,2005,23501,897,0,18.9,,0,1,0,0.968767745599,0.568569724976,0.5693359375
10975,6672,35,1176,2005,16875,644,1,18.9,,0,1,0,0.667234525838,0.321644182753,0.322265625
10976,6673,30,135,2005,12197,465,1,18.9,,0,1,0,0.076093128904,0.147313110233,0.1474609375
10977,6674,35,579,2008,13767,525,1,17.8,,3,2,1,0.219521458412,0.223648923202,0.223642172524
10978,6674,35,1291,2005,17454,666,1,18.9,,0,2,0,0.732538330494,0.343221286428,0.34375
10979,6675,30,341,2005,13426,512,1,18.9,,0,1,0,0.193072118115,0.193113214579,0.193359375
10980,6676,30,931,2005,15804,603,0,18.9,,0,1,0,0.528109028961,0.281732130879,0.2822265625
10981,6677,40,1379,2005,17968,685,1,18.9,,0,1,0,0.782509937535,0.362376090035,0.3623046875
10982,6678,55,1728,2005,23730,905,0,18.9,,0,3,0,0.980692788189,0.577103674443,0.5771484375
10983,6678,55,2336,2006,22541,860,0,21.1,,1,3,1,0.942672587808,0.470444488475,0.470995670996
10984,6678,55,2354,2007,22347,852,0,22.2,,1,3,2,0.925649095201,0.488529483219,0.488626023658
10985,6679,30,1477,2005,18716,714,0,18.9,,0,1,0,0.838160136286,0.390251173884,0.390625
10986,6680,40,195,2005,12613,481,1,18.9,,0,1,0,0.11016467916,0.162815830663,0.1630859375
10987,6681,45,1421,2005,18278,697,1,18.9,,0,1,0,0.806360022714,0.373928598047,0.3740234375
10988,6682,55,1578,2005,19928,760,1,18.9,,0,1,0,0.89551391255,0.435417753596,0.435546875
10989,6683,35,1565,2015,16323,623,1,11.7,,10,2,1,0.568313953488,0.301473684211,0.301905717151
10990,6683,20,1354,2005,17822,680,1,18.9,,0,2,0,0.768313458262,0.356935231423,0.357421875
10991,6684,40,37,2005,10877,415,1,18.9,,0,2,0,0.0204429301533,0.0981217857941,0.0986328125
10992,6684,40,73,2007,11896,454,1,22.2,,2,2,1,0.0283241542093,0.125811265748,0.126478616924
10993,6685,35,814,2005,15319,584,1,18.9,,0,1,0,0.461669505963,0.263658045763,0.263671875
10994,6686,20,926,2005,15794,602,0,18.9,,0,1,0,0.525269733106,0.28135946933,0.28125
10995,6687,30,1550,2005,19535,745,1,18.9,,0,1,0,0.879613855764,0.420772154729,0.4208984375
10996,6688,25,1168,2005,16844,642,1,18.9,,0,2,0,0.66269165247,0.320488931952,0.3203125
10997,6688,35,613,2015,13820,527,1,11.7,,10,2,1,0.22238372093,0.20566507177,0.205616850552
10998,6689,40,185,2007,12735,486,1,22.2,,1,3,2,0.0723839496459,0.15493006629,0.15559599636
10999,6689,35,78,2005,11485,438,1,18.9,,0,3,0,0.0437251561613,0.12077960796,0.12109375
11000,6689,35,149,2006,12073,460,1,21.1,,1,3,1,0.0597496972144,0.124760583845,0.124675324675
11001,6690,25,1568,2005,19808,756,0,18.9,,0,1,0,0.88983532084,0.430945815011,0.431640625
11002,6691,50,1159,2005,16780,640,1,18.9,,0,1,0,0.657580919932,0.31810389804,0.318359375
11003,6692,35,1553,2005,19609,748,1,18.9,,0,1,0,0.881317433277,0.42352985019,0.423828125
11004,6693,25,571,2005,14285,545,1,18.9,,0,1,0,0.323679727428,0.225124841619,0.2255859375
11005,6694,45,910,2010,15043,574,0,21.7,,2,4,3,0.315405968078,0.228866133493,0.229187071499
11006,6694,40,685,2008,14033,535,0,17.8,,1,4,2,0.259779718952,0.234457537586,0.234291799787
11007,6694,40,377,2007,13678,522,0,22.2,,2,4,1,0.147915027537,0.187658348662,0.188353048226
11008,6694,40,594,2005,14353,547,0,18.9,,0,4,0,0.336740488359,0.227658940151,0.2275390625
11009,6695,25,902,2005,15727,600,0,18.9,,0,1,0,0.511641113004,0.278862636953,0.279296875
11010,6696,30,663,2005,14683,560,1,18.9,,0,1,0,0.375922771153,0.23995677126,0.240234375
11011,6697,45,1750,2005,25570,975,1,18.9,,0,1,0,0.993185689949,0.645673399419,0.6455078125
11012,6698,35,32,2005,10713,408,1,18.9,,0,1,0,0.0176036342987,0.0920101363941,0.091796875
11013,6699,40,1487,2005,18797,717,1,18.9,,0,1,0,0.843838727995,0.393269732429,0.3935546875
11014,6700,55,722,2005,14931,569,1,18.9,,0,1,0,0.409426462237,0.24919877767,0.2490234375
11015,6701,50,797,2005,15225,581,1,18.9,,0,1,0,0.452015900057,0.260155027204,0.2607421875
11016,6702,35,1027,2005,16212,618,0,18.9,,0,1,0,0.58262350937,0.296936722069,0.296875
11017,6703,35,1164,2005,16836,642,1,18.9,,0,1,0,0.660420215786,0.320190802713,0.3203125
11018,6704,30,154,2005,12353,471,1,18.9,,0,1,0,0.0868824531516,0.153126630394,0.1533203125
11019,6705,40,1437,2005,18415,702,1,18.9,,0,1,0,0.815445769449,0.379034061266,0.37890625
11020,6706,70,1918,2014,17177,655,1,22.8,,1,4,3,0.541372493646,0.352952985105,0.352631578947
11021,6706,60,315,2005,13283,506,1,18.9,,0,4,0,0.178307779671,0.187784154431,0.1875
11022,6706,65,1445,2013,13793,526,1,19.4,6608.0,3,4,2,0.380500658762,0.357924552594,0.358108108108
